gl,account,code,count,source,conflicts
6537,"6537 KEYS, LOCKS & DOOR LOCKS",rm,2,"Guillermo - (Dallas, TX) - Eclipse of White Rock",
6538,6538 LANDSCAPING SUPPLIE,rm,4,"Jackson - (Lufkin, TX) - Falling Water",
6538,6538 LANDSCAPING SUPPLIES/GROUNDS,rm,2,"Dylan - (Houston, TX) - The 910",
6539,6539 - Electrical Repair / Supplies,rm,4,"Dylan - (Houston, TX) - Brookfield",
6540,6540 Electrical - Contract,cs,24,"- (Garland, TX) - Colonial",
6540,6540 LIGHTING FIXTURES/GL,rm,4,"Jackson - (Lufkin, TX) - Falling Water",
6540,6540 LIGHTING FIXTURES/GLASS/BULBS,rm,2,"Dylan - (Houston, TX) - The 910",
6540,6540 Resurfacing- Contractor,cs,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
6540.000,6540.000 - Management Fees,mf,4,"Guillermo - (San Antonio, TX) - Lyra",
6541,6541 - Interior Repairs / Supplies,rm,4,"Dylan - (Houston, TX) - Brookfield",
6541.001,6541.001 - Interior Repairs-Turnovers,cs,4,"Dylan - (Houston, TX) - Brookfield",1xrm
6542,6542 - Exterior Building Repairs / Supplies,rm,4,"Dylan - (Houston, TX) - Brookfield",
6543,6543 - Appliance Repairs / Supplies,rm,4,"Dylan - (Houston, TX) - Brookfield",
6543.001,6543.001 - Appliances Rprs-Turnovers,rm,2,"Danny - (Dallas, TX) - The Centennial Apartments",
6545,6545 Fire Inspection,cs,26,"Yonnic - (Sulphur Springs, TX) - The Choir",
6545,6545 Housekeeping / Cleaning,cs,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
6546,6546 - Hvac - Supplies / Repairs,rm,4,"Dylan - (Houston, TX) - Brookfield",
6546-0000,6546-0000 - Heating/Cooling Repairs & Maintenance,rm,2,"Guillermo - (Lubbock, TX) - Cantibury Pointe",
6546-0001,6546-0001 - O&M - Heating / Cooling (Hvac) Supplies,rm,2,"Guillermo - (Lubbock, TX) - Cantibury Pointe",
6546.000,6546.000 - Hvac Repairs & Maint,rm,2,"Dylan - (Bryan, TX) - Serenity at Briarcrest",
6547,6547 - Pool Contract,cs,2,"Dylan - (Houston, TX) - Brookfield",
6547.000,6547.000 - Maint Supplies - Pool,rm,2,"Dylan - (Bryan, TX) - Serenity at Briarcrest",
6550,6550 Contract Landscaping,cs,2,"Greg - (Haltom City, TX) - Haltom Oaks",
6550,6550 Employee Burden,pr,1,"Jon - (Sherman, TX) - Northridge Villas",
6550,6550 PAINTING - EXTERIOR,rm,2,"Dylan - (Houston, TX) - The 910",
6550,6550 - Pool Repairs / Supplies,rm,2,"Dylan - (Houston, TX) - Brookfield",
6550.000,6550.000 - Signage,m,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
6551,6551 - Painting/Contract Paint/Wallpaper,cs,4,"Dylan - (Houston, TX) - Brookfield",1xrm
6551.001,6551.001 - Painting/Resurfacing - Turnovers,rm,2,"Danny - (Dallas, TX) - The Centennial Apartments",
6552,6552 - Carpet Clean Suppl / Repairs,cs,2,"Dylan - (Houston, TX) - Brookfield",
6552,6552 PAINTING/DRYWALL,rm,6,"Dylan - (Houston, TX) - The 910",
6553,6553 WATER EXTRACTION,rm,2,"Dylan - (Houston, TX) - The 910",
6554,6554 PLUMBING,rm,8,"Dylan - (Houston, TX) - The 910",
6555,6555 HVAC - Contract,cs,50,"Yonnic - (Sulphur Springs, TX) - The Choir",
6555,6555 Pest Control,cs,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
6556,6556 Landscaping Contract,cs,4,"Emilio - (San Antonio, TX) - Greenway",
6558,6558 POOL SUPPLIES/EQUIPMENT,rm,2,"Dylan - (Houston, TX) - The 910",
6559,6559 MISC INTERIOR/EXTERI,rm,4,"Jackson - (Lufkin, TX) - Falling Water",
6559,6559 MISC INTERIOR/EXTERIOR REPAIR,rm,2,"Dylan - (Houston, TX) - The 910",
6560,6560 Contract - Pest Control,cs,3,"Paul - (Corsicana, TX) - Northwood Village Apartments",
6560,6560 Lawn/Landscape,cs,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
6560,6560 Pest Control - Contract,cs,74,"Yonnic - (Sulphur Springs, TX) - The Choir",
6561,6561 Pest Control Non Contract,rm,2,"Yonnic - (Mount Pleasant, TX) - Shady Oaks","recoded from 'cs' (standardized to majority ({'rm': 4, 'cs': 2}))"
6561,6561 Pest Control - Retreat,rm,2,"Emilio - (Balch Springs, TX) - The Elinor on Elam",
6561,6561 Pool Maintenance Contract,cs,2,"Emilio - (San Antonio, TX) - Las Palmas Townhomes",
6562,6562 - Keys/Locks/Gates Expense,rm,4,"Dylan - (Houston, TX) - Brookfield",
6562,6562 - Landscaping-Contract Service,cs,2,"Paul - (West Colombia, TX) - Whispering Pines",
6565,6565 Plumbing - Contract,cs,41,"Yonnic - (Sulphur Springs, TX) - The Choir",
6565,6565 SMOKE DETECTORS,rm,4,"Jackson - (Lufkin, TX) - Falling Water",
6566,6566 Pool - Contract,cs,2,"Guillermo - (Bryan, TX) - West University Gardens",
6567,6567 Termite Contract,cs,2,"Yonnic - (Mount Pleasant, TX) - Shady Oaks",
6570,6570 Alarm- Security Service,cs,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
6570,6570 R&M Plumbing-Interior,cs,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
6570,6570 TILE-VINYL-LAMINATE-,rm,4,"Jackson - (Lufkin, TX) - Falling Water",
6570,6570 TILE-VINYL-LAMINATE-WOOD,rm,2,"Dylan - (Houston, TX) - The 910",
6570.000,6570.000 - Brochures/Graphics,m,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
6571,6571 LARGE TOOLS / EQUIPMENT,rm,2,"Dylan - (Houston, TX) - The 910",
6575,6575 Security System,cs,19,"Greg - (Lewisville, TX) - Mason on Main",
6576,6576 WEATHERSTRIP/CAULK,rm,4,"Jackson - (Lufkin, TX) - Falling Water",
6578,6578 WINDOW COVERINGS,rm,6,"Dylan - (Houston, TX) - The 910",
6580,6580 Contract-Security & Fire,cs,3,"Paul - (Corsicana, TX) - Northwood Village Apartments",
6580,6580 SW Utility Billing,cs,2,"Dylan  - (Dallas, TX) - Rosedale Apartments",
6580.000,6580.000 - Resident Retention,m,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
6582.000,6582.000 - Resident Referral Fees,m,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
6585,6585 - Light Bulbs,rm,4,"Dylan - (Houston, TX) - Brookfield",
6585.000,6585.000 - Credit Bureau / Resident,m,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
6586,6586 - Equipment/Tools,rm,2,"Danny - (Dallas, TX) - The Centennial Apartments",
6589,6589 - Fitness Equipment Repair,rm,2,"Danny - (Dallas, TX) - The Centennial Apartments",
6590,6590 Utility Meter Reading Fees,o,2,"Yonnic -  (Waco, TX) - West Campus Lofts","recoded from 'cs' (standardized to majority ({'cs': 2, 'o': 4, 'w': 2}))"
6590-0000,6590-0000 - Miscellaneous Operating & Maintenance,rm,2,"Guillermo - (Lubbock, TX) - Cantibury Pointe",
6590.000,6590.000 - Misc Maint Expenses,rm,2,"Dylan - (Bryan, TX) - Serenity at Briarcrest",
6592,6592 Life Safety Inspection,cs,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
6593,6593 Sprinklers,cs,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
6593,6593 - Water Treatment Contract,cs,2,"Dylan - (Houston, TX) - Brookfield",
6594,6594 Vents,cs,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
6595,6595 Other Contract Services,cs,11,"Yonnic - (Sulphur Springs, TX) - The Choir",
6596,6596 storm water,w,4,"Greg - (Garland, TX) - Gardens on Walnut",
6599.000,6599.000 - Other Marketing Expense,m,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
6600,6600 Maintenance Related,rm,2,"Greg  - (Arlington, TX) - Norwood Place Apartments",
6600,6600 Maintenance Related - Other,rm,12,"Yonnic - (Sulphur Springs, TX) - The Choir",
6600,6600 OFFICE AND ADMINISTRATIVE,ad,4,"Jackson - (Lufkin, TX) - Falling Water",
6600,6600 Payroll Processing Fees,pr,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
6600-0005,6600-0005 Manager,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0010,6600-0010 Assistant Manager,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0020,6600-0020 Clerical/Leasing,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0060,6600-0060 Leasing Consultant,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0070,6600-0070 Leasing Commissions/Bonus,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0075,6600-0075 Maintenance Supervisor,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0080,6600-0080 Maintenance,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0090,6600-0090 Porter,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0100,6600-0100 - Electric - Office Utilities,e,2,"Bryce - (Arlington, TX) - District on Collins",
6600-0120,6600-0120 Medical Plan Contributions,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0135,6600-0135 Payroll Burden,pr,4,"Danny - (Arlington, TX) - The Sherry",
6600-0150,6600-0150 - Electric - Occupied Units,e,2,"Bryce - (Arlington, TX) - District on Collins",
6600-0200,6600-0200 - Electric - Vacant Units,e,2,"Bryce - (Arlington, TX) - District on Collins",
6600-0300,6600-0300 - Gas,o,2,"Bryce - (Arlington, TX) - District on Collins",
6600-0400,6600-0400 - Water And Sewer,w,2,"Bryce - (Arlington, TX) - District on Collins",
6600-0450,6600-0450 - Utility Billing Fees,o,2,"Bryce - (Arlington, TX) - District on Collins",
6600-0500,6600-0500 - Trash/Recycling,tr,2,"Bryce - (Arlington, TX) - District on Collins",
6600-0550,6600-0550 - Exterminating/Pest Control Expense,cs,2,"Bryce - (Arlington, TX) - District on Collins",
6600.000,6600.000 - Eviction Costs,ad,4,"Guillermo - (San Antonio, TX) - Lyra",
660001,660001 - Repairs-Make Ready & General Construction,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660003,660003 - Repairs-Electrical,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660005,660005 - Repairs-Plumbing & Sewer,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660007,660007 - Repairs-Hvac,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660008,660008 - Repairs-Interior Walls & Painting,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660009,"660009 - Repairs-Exterior Bldg, Siding, Trim & Painting",rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660010,660010 - Repairs-Roof & Gutters,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660011,"660011 - Repairs-Ag Balcony, Walks, Stairs & Railings",rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660012,"660012 - Repairs-Windows, Doors And Hardware",rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660014,"660014 - Repairs-Cabinets, Countertops And Vanities",rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660015,660015 - Repairs-Flooring,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660017,660017 - Repairs-Hardscape Ground Level,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660019,"660019 - Repairs-Fencing, Access Gates And Walls",rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660020,660020 - Repairs-Recreational Area,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660024,660024 - Repairs-Fire & Security Protection,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660027,660027 - Repairs-Reasonable Accomodation,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660028,660028 - Repairs-Trash Out/Hauling,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660030,"660030 - Repairs-Tile, Shower & Tub",rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
660033,660033 - Repairs-Unit Renovations,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
66005,66005 - Appliance Repairs And Supplies,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
660099,660099 - Repairs-Other General,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
6601,6601 Misc Expense,ad,2,"Greg - (Garland, TX) - Gardens on Walnut","recoded from 'rm' (standardized to majority ({'ad': 10, 'rm': 2}))"
6603,6603 Appliance Leasing / Rental,rm,17,"Greg - (Dallas, TX) - Crossroads Townhomes",
6605,6605 BANK CHARGES,ad,6,"Dylan - (Houston, TX) - The 910",
6605,6605 General Rent Concessions,ad,2,"Guillermo - (Canyon, TX) - - Torres Evolution Canyon",
6605,6605 Water chiller treatment,rm,4,"Greg - (Garland, TX) - Gardens on Walnut",
6605.000,6605.000 - Utility Billing,ad,4,"Guillermo - (San Antonio, TX) - Lyra",
66050,66050 - Carpet Cleaning,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
6606,6606 Appliance Parts a Supplies,rm,4,"Emilio - (San Antonio, TX) - Greenway",
6606,6606 Appliance Parts & Supplies,rm,55,"Paul - (Corsicana, TX) - Northwood Village Apartments",
6606,6606 Appliance Repair,rm,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
6606,6606 Appliance Repairs,rm,2,"Dylan  - (Dallas, TX) - Rosedale Apartments",
6606,6606 Appliance Supplies & Repairs,rm,2,"Emilio - (Balch Springs, TX) - The Elinor on Elam",
6606,6606 COFFEE / WATER SVC,ad,2,"Dylan - (Houston, TX) - The 910",
6606.000,6606.000 - Tenant Liability Insurance,i,4,"Guillermo - (San Antonio, TX) - Lyra","recoded from 'ad' (standardized to majority ({'ad': 4, 'i': 7}))"
6607,6607 Appliance Parts,rm,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
6607,6607 Refrigerator Parts & Repair,rm,2,"Guillermo - (Bryan, TX) - West University Gardens",
6609,6609 COMPUTER SUPPORT & SOFTWARE,ad,2,"Dylan - (Houston, TX) - The 910",
6609,6609 Dishwasher Parts & Repair,rm,4,"Guillermo - (Bryan, TX) - West University Gardens",
6610,6610 OFFICE FURNITURE/NON CAPITAL,rm,2,"Dylan - (Houston, TX) - The 910",
6610,6610 Washing Machine Parts & Repair,rm,2,"Guillermo - (Bryan, TX) - West University Gardens",
6610.000,6610.000 - Resident Screening,ad,4,"Guillermo - (San Antonio, TX) - Lyra",
66100,66100 - Cleaning Services,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
661028,661028 - Repairs-Pool,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
661030,661030 - Repairs-Landscaping,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
661031,661031 - Repairs-Pest Control: General,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
661032,661032 - Repairs-Pest Control: Bed Bugs,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
661033,661033 - Repairs-Paint Purchases,rm,2,"Paul - (Fort Worth, TX) - Aden Crest",
6611,6611 COPIER SUPPLIES/MAINT,ad,2,"Dylan - (Houston, TX) - The 910",
6611,6611 Dryer Parts & Repair,rm,2,"Guillermo - (Bryan, TX) - West University Gardens",
66110,66110 - Cleaning Services (Office & Amenity Areas),rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66111,66111 - Doors/Windows,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66112,66112 - Exterior Supplies,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66115,66115 - Electrical Repairs And Supplies,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66116,66116 - Electrical Repairs,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66117,66117 - Electrical Supplies,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
6612,6612 Blinds / Drapery Repairs (occupied),rm,4,"Emilio - (San Antonio, TX) - Greenway",
66120,66120 - Equipment/Tools,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66125,66125 - Exterior Building Repairs,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
6613,6613 Microwave Parts & Repair,rm,2,"Guillermo - (Bryan, TX) - West University Gardens",
6613,6613 PAYROLL PROCESSING,ad,6,"Dylan - (Houston, TX) - The 910",
66131,66131 - Fence And Gate Repairs,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66132,66132 - Fire/Life Safety,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
6614,6614 Stove Parts & Repair,rm,2,"Guillermo - (Bryan, TX) - West University Gardens",
66140,66140 - Hvac Repairs And Supplies,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66144,66144 - Interior Supplies,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66146,66146 - Lighting,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
6615,6615 Building Repairs - Minor,rm,19,"- (Garland, TX) - Colonial",
6615.000,"6615.000 - Fees, Dues & Subscriptions",ad,4,"Guillermo - (San Antonio, TX) - Lyra",
6616.000,6616.000 - Bank Fees,ad,4,"Guillermo - (San Antonio, TX) - Lyra",
6617,6617 DUES AND MEMBERSHIP,ad,6,"Dylan - (Houston, TX) - The 910",
6617,6617 Washer Parts & Repair,rm,2,"Guillermo - (Bryan, TX) - West University Gardens",
6618,6618 Cabinets & Counters - Parts,rm,11,"Paul - (Corsicana, TX) - Northwood Village Apartments",
6618,6618 Cabinets Et Counters - Parts,rm,2,"Emilio - (San Antonio, TX) - Greenway",
6618,6618 EDUCATION,ad,2,"Dylan - (Houston, TX) - The 910",
6618,6618 Minor Handyman Repairs,rm,2,"Dylan  - (Dallas, TX) - Rosedale Apartments",
66180,66180 - Light Bulbs (Interior),rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
66185,66185 - Locks And Keys,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
6619,6619 EMPLOYEE RELATIONS,ad,6,"Dylan - (Houston, TX) - The 910",
66195,66195 - Maintenance Supplies/Equipment,rm,2,"Dylan - (Houston, TX) - Corridor at Westchase",
